,Electrolyte
728,"1 M 1-methyl-3-propylimidazolium iodide (PMII), 0.03 M I2 , 0.05 M LiI, 0.5 M 4-tert-butylpyridine (4-TBP), 0.1 M guadinium thiocyanate (GNCS) in a mixture of acetonitrile and valeronitrile (8.5:1.5, v/v)"
729,"0.3 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.03 M I2 , 0.07 M LiI, 0.1 M guandine thiocyanate, and 0.4 M 4-tert-butylpyridine
(TBP)"
730,"0.3 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.03 M I2 , 0.07 M LiI, 0.1 M guandine thiocyanate, and 0.4 M 4-tert-butylpyridine
(TBP)"
731,"0.3 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.03 M I2 , 0.07 M LiI, 0.1 M guandine thiocyanate, and 0.4 M 4-tert-butylpyridine
(TBP)"
732,"0.3 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.03 M I2 , 0.07 M LiI, 0.1 M guandine thiocyanate, and 0.4 M 4-tert-butylpyridine
(TBP)"
733,"0.3 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.03 M I2 , 0.07 M LiI, 0.1 M guandine thiocyanate, and 0.4 M 4-tert-butylpyridine
(TBP)"
734,"0.6 M 1, 2-dimethyl-3-n-propylimidazolium iodide (DMPImI), 0.1 M LiI, 0.05 M I2, and 0.5 M tertbutylpyridine in acetonitrile"
735,"0.6 M 1, 2-dimethyl-3-n-propylimidazolium iodide (DMPImI), 0.1 M LiI, 0.05 M I2, and 0.5 M tertbutylpyridine in acetonitrile"
736,0.05 M I2/0.5 M KI/0.5 M 4-tert-butyl pyridine in 2-methoxypropionitrile
737,0.05 M I2/0.5 M KI/0.5 M 4-tert-butyl pyridine in 2-methoxypropionitrile
738,0.05 M I2/0.5 M KI/0.5 M 4-tert-butyl pyridine in 2-methoxypropionitrile
739,"0.1 M LiI, 0.05 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
740,"0.1 M LiI, 0.05 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
741,"0.1 M LiI, 0.05 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
742,"0.1 M LiI, 0.05 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
743,"0.1 M LiI, 0.05 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
744,"0.5 M LiI, 0.05 M I2, and 0.5 M 4-tert-butylpyridine (TBP) dissolved in MeCN"
745,"0.5 M LiI, 0.05 M I2, and 0.5 M 4-tert-butylpyridine (TBP) dissolved in MeCN"
746,"0.5 M LiI, 0.05 M I2, and 0.5 M 4-tert-butylpyridine (TBP) dissolved in MeCN"
747,"0.5 M LiI, 0.05 M I2, and 0.5 M 4-tert-butylpyridine (TBP) dissolved in MeCN"
748,"0.5 M LiI, 0.05 M I2, and 0.5 M 4-tert-butylpyridine (TBP) dissolved in MeCN"
749,"0.5 M LiI, 0.05 M I2, and 0.5 M 4-tert-butylpyridine (TBP) dissolved in MeCN"
750,"LiI (0.1 g), I2 (0.019 g), propylene carbonate (5 mL), P25 TiO2 (0.0383 g), PEO (0.2648 g), and 4-tert-butylpyridine (0.044 mL) into acetonitrile (5 mL) solvent"
751,"0.5 M LiI, 0.05 M I2, 0.1 M guanidinium thiocyanate, 0.6 M PMII and 0.5 M 4-tert-butylpyridine (TBP) in 3-methoxypropionitrile"
752,"0.5 M LiI, 0.05 M I2, 0.1 M guanidinium thiocyanate, 0.6 M PMII and 0.5 M 4-tert-butylpyridine (TBP) in 3-methoxypropionitrile"
753,"0.5 M LiI, 0.05 M I2, 0.1 M guanidinium thiocyanate, 0.6 M PMII and 0.5 M 4-tert-butylpyridine (TBP) in 3-methoxypropionitrile"
754,"0.5 M LiI, 0.05 M I2, 0.1 M guanidinium thiocyanate, 0.6 M PMII and 0.5 M 4-tert-butylpyridine (TBP) in 3-methoxypropionitrile"
755,"0.6 M 1, 2-dimethyl-3-n-propylimidazolium iodide (DMPImI), 0.1 M LiI, 0.05 M I2, and 0.5 M tertbutylpyridine in acetonitrile"
756,"0.6 M 1, 2-dimethyl-3-n-propylimidazolium iodide (DMPImI), 0.1 M LiI, 0.05 M I2, and 0.5 M tertbutylpyridine in acetonitrile"
757,"0.6 M 1, 2-dimethyl-3-n-propylimidazolium iodide (DMPImI), 0.1 M LiI, 0.05 M I2, and 0.5 M tertbutylpyridine in acetonitrile"
758,Iodolyte HI-30
759,Iodolyte HI-30
760,iodide/triiodide
761,iodide/triiodide
762,iodide/triiodide
763,"0.5 M lithium iodide (LiI), 0.05 M iodine (I2), and 0.5 M 4-tert-butylpyridine in acetonitrile"
764,"LiI (0.1 M), DMPII (0.6 M), I2 (0.05 M), and TBP (0.5 M) in 3-methoxypropionitrile (MPN)/ACN (volume ratio of 1:1)"
765,"LiI (0.1 M), DMPII (0.6 M), I2 (0.05 M), and TBP (0.5 M) in 3-methoxypropionitrile (MPN)/ACN (volume ratio of 1:1)"
766,"LiI (0.1 M), DMPII (0.6 M), I2 (0.05 M), and TBP (0.5 M) in 3-methoxypropionitrile (MPN)/ACN (volume ratio of 1:1)"
767,"LiI (0.1 M), DMPII (0.6 M), I2 (0.05 M), and TBP (0.5 M) in 3-methoxypropionitrile (MPN)/ACN (volume ratio of 1:1)"
768,lithium iodide (0.5 M) and iodine (0.05 M) in propylene carbonate
769,lithium iodide (0.5 M) and iodine (0.05 M) in propylene carbonate
770,"0.3 M DMPII, 0.1 M LiI, 0.05 M I2, and 0.5 M 4-tert-butylpyridine"
771,"0.3 M DMPII, 0.1 M LiI, 0.05 M I2, and 0.5 M 4-tert-butylpyridine"
772,"0.3 M DMPII, 0.1 M LiI, 0.05 M I2, and 0.5 M 4-tert-butylpyridine"
773,"0.3 M DMPII, 0.1 M LiI, 0.05 M I2, and 0.5 M 4-tert-butylpyridine"
774,"0.3 M DMPII, 0.1 M LiI, 0.05 M I2, and 0.5 M 4-tert-butylpyridine in CH3CN"
775,"0.3 M DMPII, 0.1 M LiI, 0.05 M I2, and 0.5 M 4-tert-butylpyridine in CH3CN"
776,"0.3 M DMPII, 0.1 M LiI, 0.05 M I2, and 0.5 M 4-tert-butylpyridine in CH3CN"
777,"lithium iodide (0.1 M), iodine (0.05 M), and 4-tert-butylpyridine (0.5 M) in acetonitrile"
778,"lithium iodide (0.1 M), iodine (0.05 M), and 4-tert-butylpyridine (0.5 M) in acetonitrile"
779,"lithium iodide (0.1 M), iodine (0.05 M), and 4-tert-butylpyridine (0.5 M) in acetonitrile"
780,"lithium iodide (0.1 M), iodine (0.05 M), and 4-tert-butylpyridine (0.5 M) in acetonitrile"
781,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.025 M LiI, 0.04 M I2, 0.05 M guanidium thiocyanate (GuSCN), and 0.28 M 4-tertbutylpyridine (TBP) in dry acetonitrile"
782,"0.6 M 1, 2 - dimethyl - 3 - propyl imidazole iodide (DMPII), 0.25 M LiI, 0.01 M I2 , 0.05 M tetranbutylammoniumiodide (TBAI) in AN"
783,"0.6 M PMII, 0.03 M I2, 0.05 M LiI, 0.1 M guanidinium thiocyanate (GuSCN), and 0.5 M 4-tertbutylpyridine (TBP) in acetonitrile and valeronitrile (85:15 v/v)"
784,"0.6 M PMII, 0.03 M I2, 0.05 M LiI, 0.1 M guanidinium thiocyanate (GuSCN), and 0.5 M 4-tertbutylpyridine (TBP) in acetonitrile and valeronitrile (85:15 v/v)"
785,"0.6 M PMII, 0.03 M I2, 0.05 M LiI, 0.1 M guanidinium thiocyanate (GuSCN), and 0.5 M 4-tertbutylpyridine (TBP) in acetonitrile and valeronitrile (85:15 v/v)"
786,"0.6 M PMII, 0.03 M I2, 0.05 M LiI, 0.1 M guanidinium thiocyanate (GuSCN), and 0.5 M 4-tertbutylpyridine (TBP) in acetonitrile and valeronitrile (85:15 v/v)"
787,"0.1 M LiI, 0.05 M I2, 0.6 M 1-methyl-3-propylimidazolium iodide, and 0.5 M tert-butylpyridine in dry acetonitrile"
788,"0.05 M I2, 0.1 M LiI, 0.5 M 4-tert-butyl pyridine (TBP) in 3-methoxypropionitrile"
789,"0.05 M I2, 0.1 M LiI, 0.5 M 4-tert-butyl pyridine (TBP) in 3-methoxypropionitrile"
790,"0.05 M I2, 0.1 M LiI, 0.5 M 4-tert-butyl pyridine (TBP) in 3-methoxypropionitrile"
791,"0.05 M I2, 0.1 M LiI, 0.5 M 4-tert-butyl pyridine (TBP) in 3-methoxypropionitrile"
792,Iodolyte HI-30
793,Iodolyte HI-30
794,"0.5 M LiI, 0.05 M I2, and 0.1 M 4-tert-butylpyridine in 1:1 acetonitrile-propylene carbonate"
795,"0.5 M lithium iodide (LiI), 0.05 M iodine (I2), and 0.5 M 4-tert-butylpyridine in acetonitrile"
796,"0.8 M 1-methyl-3-propyl imidazolium iodide (PMII), 0.1 M lithium iodide (LiI), 0.05 M iodine (I2), and 0.5 M 4-tert-butylpyridine dissolved in acetonitrile"
797,"LiI (500 mM), iodine (50 mM), 4-tBu pyridine (580 mM) and ethyl-methyl-imidazolium dicyanoimide (600 mM) in MeCN"
798,"LiI (500 mM), iodine (50 mM), 4-tBu pyridine (580 mM) and ethyl-methyl-imidazolium dicyanoimide (600 mM) in MeCN"
799,"LiI (500 mM), iodine (50 mM), 4-tBu pyridine (580 mM) and ethyl-methyl-imidazolium dicyanoimide (600 mM) in MeCN"
800,"LiI (500 mM), iodine (50 mM), 4-tBu pyridine (580 mM) and ethyl-methyl-imidazolium dicyanoimide (600 mM) in MeCN"
801,"0.25 M tris(1,10-phenanthroline)cobalt(II) di[bis(trifluoromethanesulfonyl)imide], 0.05 M tris(1,10-phenanthroline) cobalt(III) tris[bis(trifluoromethanesulfonyl)imide], 0.7 M tert-butylpyridine (TBP), and 0.05 M lithium bis(trifluoromethanesulfonyl)imide in acetonitrile"
802,"0.25 M tris(1,10-phenanthroline)cobalt(II) di[bis(trifluoromethanesulfonyl)imide], 0.05 M tris(1,10-phenanthroline) cobalt(III) tris[bis(trifluoromethanesulfonyl)imide], 0.7 M tert-butylpyridine (TBP), and 0.05 M lithium bis(trifluoromethanesulfonyl)imide in acetonitrile"
803,"0.6 M 1-methyl-3-propylimidazoliumiodide (PMII), 0.05 M LiI, 0.10 M guanidinium thiocyanate, 0.03 M I2 and 0.5 M tert-butylpyridine) in acetonitrile/valeronitrile (85:15)"
804,"1-propyl-2,3-dimethylimidazolium iodide (1.2 M),  iodine (0.035 M), tert-butylpyridine (0.5 M) and guanidine thiocyanate (0.1 M) dissolved in acetonitrile/3-methoxypropionitrile mixture (8:2)"
805,Iodolyte AN-50
806,Iodolyte AN-50
807,Iodolyte AN-50
808,Iodolyte AN-50
809,"0.5 M LiI, 0.05 M iodine (I2) and 0.5 M 4-tert-butylpyridine (TBP) in 3-methoxypropionitrile"
810,"0.5 M LiI, 0.05 M iodine (I2) and 0.5 M 4-tert-butylpyridine (TBP) in 3-methoxypropionitrile"
811,"0.5 M LiI, 0.05 M iodine (I2) and 0.5 M 4-tert-butylpyridine (TBP) in 3-methoxypropionitrile"
812,cobalt
813,"LiI (0.1 M), DMPII (0.6 M), I2 (0.05 M), and TBP (0.5 M) in 3-methoxypropionitrile (MPN)/ACN (volume ratio of 1:1)"
814,"LiI (0.1 M), DMPII (0.6 M), I2 (0.05 M), and TBP (0.5 M) in 3-methoxypropionitrile (MPN)/ACN (volume ratio of 1:1)"
815,Solaronix Mosalyte TDE-250
816,"LiI (500 mM), iodine (50 mM), 4-tBu pyridine (580 mM) and ethyl-methyl-imidazolium dicyanoimide (600 mM) in MeCN"
817,"LiI (500 mM), iodine (50 mM), 4-tBu pyridine (580 mM) and ethyl-methyl-imidazolium dicyanoimide (600 mM) in MeCN"
818,"0.6 M dimethylpropylimidazolium iodide (DMPII), 0.05 M I2, 0.1 M LiI, and 0.5 M tert-butylpyridine (TBP) in acetonitrile"
819,"0.05 M iodine, 0.1 M lithium iodide, and 0.6 M 1,2-dimethyl-3-propylimidazolium iodide in acetonitrile"
820,"0.05 M iodine, 0.1 M lithium iodide, and 0.6 M 1,2-dimethyl-3-propylimidazolium iodide in acetonitrile"
821,"iodine (0.05 M), lithium iodide (0.1 M), and 1,2-dimethyl-3-propylimidazolium iodide (0.6 M) in acetonitrile"
822,"iodine (0.05 M), lithium iodide (0.1 M), and 1,2-dimethyl-3-propylimidazolium iodide (0.6 M) in acetonitrile"
823,"iodine (0.05 M), lithium iodide (0.1 M), and 1,2-dimethyl-3-propylimidazolium iodide (0.6 M) in acetonitrile"
824,"iodine (0.05 M), lithium iodide (0.1 M), and 1,2-dimethyl-3-propylimidazolium iodide (0.6 M) in acetonitrile"
825,"iodine (0.05 M), lithium iodide (0.1 M), and 1,2-dimethyl-3-propylimidazolium iodide (0.6 M) in acetonitrile"
826,"iodine (0.05 M), lithium iodide (0.1 M), and 1,2-dimethyl-3-propylimidazolium iodide (0.6 M) in acetonitrile"
827,"iodine (0.05 M), lithium iodide (0.1 M), and 1,2-dimethyl-3-propylimidazolium iodide (0.6 M) in acetonitrile"
828,"iodine (0.05 M), lithium iodide (0.1 M), and 1,2-dimethyl-3-propylimidazolium iodide (0.6 M) in acetonitrile"
829,"I2 (0.05 M), LiI (0.5 M), 4tBP (0.1 M), and HCl (0.15 M) in CH3CN:H 2 O (80:1 v:v)"
830,"iodine (0.05 M), lithium iodide (0.1 M), and 1,2-dimethyl-3-propylimidazolium iodide (0.6 M) in acetonitrile"
831,"iodine (0.05 M), lithium iodide (0.1 M), and 1,2-dimethyl-3-propylimidazolium iodide (0.6 M) in acetonitrile"
832,"0.6 M dimethylpropylimidazolium iodide (DMPII), 0.05 M I2, 0.1 M LiI, and 0.5 M tert-butylpyridine (TBP) in acetonitrile"
833,"0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 M LiI, and 0.1 M I2 in CH3CN"
834,solid organic ionic conductors
835,solid organic ionic conductors
836,"0.05 M iodine, 0.1 M lithium iodide, and 0.6 M 1,2-dimethyl-3-propylimidazolium iodide in acetonitrile"
837,"0.05 M iodine, 0.1 M lithium iodide, and 0.6 M 1,2-dimethyl-3-propylimidazolium iodide in acetonitrile"
838,"0.6 M dimethylpropylimidazolium iodide (DMPII), 0.05 M I2, and 0.1 M LiI in acetonitrile"
839,"0.05 M I2, 0.5 M LiI, 0.5 M tert-butylpyridine in acetonitrile"
840,"0.05 M I2, 0.5 M LiI, 0.5 M tert-butylpyridine in acetonitrile"
841,"0.05 M I2, 0.5 M LiI, 0.5 M tert-butylpyridine in acetonitrile"
842,"0.05 M I2, 0.5 M LiI, 0.5 M tert-butylpyridine in acetonitrile"
843,"0.05 M I2, 0.5 M LiI, 0.5 M tert-butylpyridine in acetonitrile"
844,"0.05 M I2, 0.5 M LiI, 0.5 M tert-butylpyridine in acetonitrile"
845,Solaronix Iodolyte HI-30
846,"0.05 M iodine, 0.1 M lithium iodide, and 0.6 M 1,2-dimethyl-3-propylimidazolium iodide (DMPrII) in acetonitrile"
847,"0.6 M DMPII, 0.5 M LiI, 0.05 M I2, 0.5 M TBP in an acetonitrrile"
848,"0.6 M DMPII, 0.5 M LiI, 0.05 M I2, 0.5 M TBP in an acetonitrrile"
849,"0.6 M DMPII, 0.5 M LiI, 0.05 M I2, 0.5 M TBP in an acetonitrrile"
850,"0.25 M tris(1,10-phenanthroline)cobalt(II) di[bis(trifluoromethanesulfonyl)imide], 0.05 M tris(1,10-phenanthroline)cobalt(III ) tris[bis(triuoromethanesulfonyl)imide], 0.7 M TBP, and 0.05 M LiTFSI in acetonitrile"
851,"0.25 M tris(1,10-phenanthroline)cobalt(II) di[bis(trifluoromethanesulfonyl)imide], 0.05 M tris(1,10-phenanthroline)cobalt(III ) tris[bis(triuoromethanesulfonyl)imide], 0.7 M TBP, and 0.05 M LiTFSI in acetonitrile"
852,"0.25 M tris(1,10-phenanthroline)cobalt(II) di[bis(trifluoromethanesulfonyl)imide], 0.05 M tris(1,10-phenanthroline)cobalt(III ) tris[bis(triuoromethanesulfonyl)imide], 0.7 M TBP, and 0.05 M LiTFSI in acetonitrile"
853,"bromide/tribromide, propyl isonicotinate"
854,"bromide/tribromide, isopropyl isonicotinate"
855,"bromide/tribromide, TBP"
856,"bromide/tribromide, isopropyl isonicotinate"
857,"bromide/tribromide, TBP"
858,bromide/tribromide
859,0.05 M I2/0.1 M LiI/0.5 M 4-tert-butylpyridine in 2-methoxypropionitrile solution
860,0.05 M I2/0.1 M LiI/0.5 M 4-tert-butylpyridine in 2-methoxypropionitrile solution
861,0.05 M I2/0.1 M LiI/0.5 M 4-tert-butylpyridine in 2-methoxypropionitrile solution
862,"0.5 M lithium iodide (LiI), 0.05 Miodine (I2), and 0.5 M 4-tert-butylpyridine dissolved in acetonitrile"
863,"0.5 M lithium iodide (LiI), 0.05 Miodine (I2), and 0.5 M 4-tert-butylpyridine dissolved in acetonitrile"
864,"0.5 M lithium iodide (LiI), 0.05 Miodine (I2), and 0.5 M 4-tert-butylpyridine dissolved in acetonitrile"
865,"0.1 MLiI, 0.6 MMPII, 0.1 MI2, 1.0 M 4-TBP in the mixed solvent of acetonitrile and 3-methoxypropionitrile (7:3)"
866,"0.25 M [Co(Cl-phen)3]2+(PF6-)2, 0.035 M [Co(Cl-phen)3]3+(PF6-)2, 0.07 M LiClO4, 0.02 M NaClO4, 0.03 M TBAPF, 0.01 M TBPPF, 0.01 M HMImPF, 0.30 M TBP, 0.10 M TMSP, 0.10 M MP in acetonitrile"
867,"0.25 M [Co(Cl-phen)3]2+(PF6-)2, 0.035 M [Co(Cl-phen)3]3+(PF6-)2, 0.07 M LiClO4, 0.02 M NaClO4, 0.03 M TBAPF, 0.01 M TBPPF, 0.01 M HMImPF, 0.30 M TBP, 0.10 M TMSP, 0.10 M MP in acetonitrile"
868,"0.25 M [Co(Cl-phen)3]2+(PF6-)2, 0.035 M [Co(Cl-phen)3]3+(PF6-)2, 0.10 M LiClO4, 0.50 M 4-tert-butylpyridine (TBP) in acetonitrile"
869,"0.25 M [Co(Cl-phen)3]2+(PF6-)2, 0.035 M [Co(Cl-phen)3]3+(PF6-)2, 0.10 M LiClO4, 0.50 M 4-tert-butylpyridine (TBP) in acetonitrile"
870,"0.25 M Co2+(PF6-)2, 0.035 M Co3+(PF6-)3, 0.10 M LiClO4, 0.50 M 4-tert-butylpyridine (TBP) in acetonitrile"
871,"0.25 M Co2+(PF6-)2, 0.035 M Co3+(PF6-)3, 0.10 M LiClO4, 0.50 M 4-tert-butylpyridine (TBP) in acetonitrile"
872,"0.25 M Co2+(PF6-)2, 0.035 M Co3+(PF6-)3, 0.10 M LiClO4, 0.50 M 4-tert-butylpyridine (TBP) in acetonitrile"
873,"0.25 M Co2+(PF6-)2, 0.035 M Co3+(PF6-)3, 0.10 M LiClO4, 0.50 M 4-tert-butylpyridine (TBP) in acetonitrile"
874,"0.5 M lithium iodide (LiI), 0.05 M iodine (I2), and 0.5 M 4-tert-butylpyridine in acetonitrile"
875,"0.6 M dimethylpropylimidazolium iodide (DMPII), 0.05 M I2, 0.1 M LiI, and 0.5 M tert-butylpyridine (TBP) in acetonitrile"
876,"0.6 M dimethylpropylimidazolium iodide (DMPII), 0.05 M I2, and 0.5 M LiI in acetonitrile"
877,"0.1 MLiI, 0.6 MMPII, 0.1 MI2, 1.0 M 4-TBP in the mixed solvent of acetonitrile and 3-methoxypropionitrile (7:3)"
878,"0.1 MLiI, 0.6 MMPII, 0.1 MI2, 1.0 M 4-TBP in the mixed solvent of acetonitrile and 3-methoxypropionitrile (7:3)"
879,"0.1 MLiI, 0.6 MMPII, 0.1 MI2, 1.0 M 4-TBP in the mixed solvent of acetonitrile and 3-methoxypropionitrile (7:3)"
880,"1.0 M of 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.03 M I2, 0.05 LiI, 0.1 M guanidinium  thiocyanate (GuSCN) and 0.5 M 4-TBP in a solvent mixture of acetonitrile and valeronitrile (85:15 v/v)"
881,"1.0 M of 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.03 M I2, 0.05 LiI, 0.1 M guanidinium  thiocyanate (GuSCN) and 0.5 M 4-TBP in a solvent mixture of acetonitrile and valeronitrile (85:15 v/v)"
882,"1.0 M of 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.03 M I2, 0.05 LiI, 0.1 M guanidinium  thiocyanate (GuSCN) and 0.5 M 4-TBP in a solvent mixture of acetonitrile and valeronitrile (85:15 v/v)"
883,"0.6 M 1,2-dimethyl-3-n-propylimidazolium iodide (DMPII), 0.1 M LiI, 0.05 M I2 and 0.5 M tert-butylpyridine (TBP) in CH3CN"
884,"0.6 M 1-butyl-3-methyl-imidazolium iodide (BMII), 0.1 M lithium iodide (LiI), 0.05 M iodine (I2) and 0.5 M tert-butyl pyridine (TBP) in 3-methoxypropionitrile"
885,"0.6 M 1-butyl-3-methyl-imidazolium iodide (BMII), 0.1 M lithium iodide (LiI), 0.05 M iodine (I2) and 0.5 M tert-butyl pyridine (TBP) in 3-methoxypropionitrile"
886,"0.6 M 1-butyl-3-methyl-imidazolium iodide (BMII), 0.1 M lithium iodide (LiI), 0.05 M iodine (I2) and 0.5 M tert-butyl pyridine (TBP) in 3-methoxypropionitrile"
887,"0.6 M 1-butyl-3-methyl-imidazolium iodide (BMII), 0.1 M lithium iodide (LiI), 0.05 M iodine (I2) and 0.5 M tert-butyl pyridine (TBP) in 3-methoxypropionitrile"
888,"0.6 mol/L 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 mol/L Lithium iodide (LiI) and 0.1 mol/L iodine (I2) in acetonitrile"
889,"0.6 mol/L 1,2-dimethyl-3-propylimidazolium iodide (DMPII), 0.1 mol/L Lithium iodide (LiI) and 0.1 mol/L iodine (I2) in acetonitrile"
890,"0.25 M tris(1,10-phenanthroline)cobalt(II) di[bis(trifluoromethanesulfonyl)imide], 0.05 M tris(1,10-phenanthroline) cobalt(III) tris[bis(trifluoromethanesulfonyl)imide], 0.7 M tert-butylpyridine (TBP), and 0.05 M lithium bis(trifluoromethanesulfonyl)imide in acetonitrile"
891,"0.6 M 1-methyl-3-propylimidazoliumiodide (PMII), 0.05 M LiI, 0.10 M guanidinium thiocyanate, 0.03 M I2 and 0.5 M tert-butylpyridine) in acetonitrile/valeronitrile (85:15)"
892,"0.5 M LiI, 0.05 M I2, and 0.5 M 4-tert-butylpytidine (TPB) in 3-methoxypropionitrile"
893,"0.5 M LiI, 0.05 M I2, and 0.5 M 4-tert-butylpytidine (TPB) in 3-methoxypropionitrile"
894,2 M LiI and 0.025 M I2 in CH3CN
895,"0.6 M N-methyl-N-propyl imidasolium iodide (PMII), 0.1 M LiI, 0.05 M I2, 0.5 M 4-tert-butyl pyridine (TBP) in 3-Methoxypropionitrile"
896,0.5 M lithium iodide (LiI) and 0.05 M iodine (I2) in acetonitrile
897,0.5 M lithium iodide (LiI) and 0.05 M iodine (I2) in acetonitrile
898,0.5 M lithium iodide (LiI) and 0.05 M iodine (I2) in acetonitrile
899,"0.5M LiI, 0.05 M I2, 0.5 M TBP, 0.5M GSCN in 3-methoxy propionitrile"
900,cobalt (II/III) redox
901,"iodine (0.05 M), lithium iodide (0.1 M), and 1,2-dimethyl-3-propylimidazolium iodide (0.6 M) in acetonitrile"
902,"0.24 M 1,2-dimethyl-3-n-propylimidazolium iodide (DMPImI), 0.07 M LiI, and 0.018 M I2 in CHCl3/acetonitrile (1/1, v/v)"
903,"LiI (500 mM), iodine (50 mM), 4-tBu pyridine (580 mM) and ethyl-methyl-imidazolium dicyanoimide (600 mM) in MeCN"
904,"LiI (500 mM), iodine (50 mM), 4-tBu pyridine (580 mM) and ethyl-methyl-imidazolium dicyanoimide (600 mM) in MeCN"
905,"LiI (500 mM), iodine (50 mM), 4-tBu pyridine (580 mM) and ethyl-methyl-imidazolium dicyanoimide (600 mM) in MeCN"
906,"0.6 M DMPImI, 0.1 M LiI, 0.05 M I2, and 0.5 M 4-tertbutylpyridine in acetonitrile"
907,"0.2 M LiI, 0.05 M I2, 0.7 M PMII and 0.5 M 4-tBupy in anhydrous acetonitrile"
908,"0.2 M LiI, 0.05 M I2, 0.7 M PMII and 0.5 M 4-tBupy in anhydrous acetonitrile"
909,"0.2 M LiI, 0.05 M I2, 0.7 M PMII and 0.5 M 4-tBupy in anhydrous acetonitrile"
910,"0.2 M LiI, 0.05 M I2, 0.7 M PMII and 0.5 M 4-tBupy in anhydrous acetonitrile"
911,"0.2 M LiI, 0.05 M I2, 0.7 M PMII and 0.5 M 4-tBupy in anhydrous acetonitrile"
912,"0.2 M LiI, 0.05 M I2, 0.7 M PMII and 0.5 M 4-tBupy in anhydrous acetonitrile"
913,"0.2 M LiI, 0.05 M I2, 0.7 M PMII and 0.5 M 4-tBupy in anhydrous acetonitrile"
914,"0.1 M lithium iodide, 0.6 M methylpropylimidazolium iodide (MPII), 0.05 M I2 and 0.5 M 4-tert-butylpyridine (4-TBP) in the mixed solvent of acetonitrile and 3-methoxypropionitrile (7:3, v/v)"
915,"0.1 M lithium iodide, 0.6 M methylpropylimidazolium iodide (MPII), 0.05 M I2 and 0.5 M 4-tert-butylpyridine (4-TBP) in the mixed solvent of acetonitrile and 3-methoxypropionitrile (7:3, v/v)"
916,"0.1 M lithium iodide, 0.6 M methylpropylimidazolium iodide (MPII), 0.05 M I2 and 0.5 M 4-tert-butylpyridine (4-TBP) in the mixed solvent of acetonitrile and 3-methoxypropionitrile (7:3, v/v)"
917,"0.1 M LiI, 0.6 M DMPII, 0.05 M I2 , and 0.5 M TBP in 3-methoxypropionitrile (MPN)/ACN (volume ratio of 1:1)"
918,"I2 (0.05 M), LiI (0.5 M), 4tBP (0.1 M), and HCl (0.15 M) in CH3CN:H 2 O (80:1 v:v)"
919,"0.5 M LiI, 0.05 M iodine (I2) and 0.5 M 4-tert-butylpyridine (TBP) in 3-methoxypropionitrile"
920,"0.5 M LiI, 0.05 M iodine (I2) and 0.5 M 4-tert-butylpyridine (TBP) in 3-methoxypropionitrile"
921,"0.5 M LiI, 0.05 M iodine (I2) and 0.5 M 4-tert-butylpyridine (TBP) in 3-methoxypropionitrile"
922,"30 mM I2, 0.1 M LiI, 0.6 M N-tert-N'-ethyl-methylimidazolium iodide, 0.1 M guanidinium thiocyanate and 0.1 M 4-terbutylpyridine in acetonitrile"
923,"30 mM I2, 0.1 M LiI, 0.6 M N-tert-N'-ethyl-methylimidazolium iodide, 0.1 M guanidinium thiocyanate and 0.1 M 4-terbutylpyridine in acetonitrile"
924,"30 mM I2, 0.1 M LiI, 0.6 M N-tert-N'-ethyl-methylimidazolium iodide, 0.1 M guanidinium thiocyanate and 0.1 M 4-terbutylpyridine in acetonitrile"
925,"30 mM I2, 0.1 M LiI, 0.6 M N-tert-N'-ethyl-methylimidazolium iodide, 0.1 M guanidinium thiocyanate and 0.1 M 4-terbutylpyridine in acetonitrile"
926,"30 mM I2, 0.1 M LiI, 0.6 M N-tert-N'-ethyl-methylimidazolium iodide, 0.1 M guanidinium thiocyanate and 0.1 M 4-terbutylpyridine in acetonitrile"
927,"30 mM I2, 0.1 M LiI, 0.6 M N-tert-N'-ethyl-methylimidazolium iodide, 0.1 M guanidinium thiocyanate in acetonitrile"
928,"30 mM I2, 0.1 M LiI, 0.6 M N-tert-N'-ethyl-methylimidazolium iodide, 0.1 M guanidinium thiocyanate and 0.1 M 4-terbutylpyridine in acetonitrile"
