,Article DOI
4019,10.1016/j.dyepig.2016.04.020
4020,10.1016/j.dyepig.2012.11.004
4021,10.1016/j.dyepig.2013.12.025
4022,10.1016/j.dyepig.2013.12.025
4023,10.1039/c0jm03811c
4024,10.1039/c4ta05350h
4025,10.1016/j.dyepig.2014.09.014
4026,10.1039/c1jm12181b
4027,10.1016/j.dyepig.2011.03.015
4028,10.1016/j.dyepig.2011.03.015
4029,10.1021/jp067930a
4030,10.1016/j.dyepig.2013.05.030
4031,10.1016/j.jphotochem.2011.05.022
4032,10.1021/ol8025236
4033,10.1016/j.orgel.2012.07.021
4034,10.1016/j.dyepig.2009.04.005
4035,10.1021/jp8108573
4036,10.1016/j.dyepig.2010.03.029
4037,10.1016/j.orgel.2013.05.011
4038,10.1016/j.dyepig.2014.01.012
4039,10.1021/jp4124265
4040,10.1021/jp106275v
4041,10.1021/jp010667n
4042,10.1016/j.orgel.2013.04.004
4043,10.1016/j.tet.2011.09.008
4044,10.1039/c4cc09294e
4045,10.1002/ejoc.201600353
4046,10.1039/c6ra20769c
4047,10.1039/c6cp05722e
4048,10.1002/cssc.201500589
4049,10.1016/j.jpowsour.2014.05.079
4050,10.1002/asia.201301228
4051,10.1016/j.jpowsour.2013.05.157
4052,10.1016/j.jphotochem.2011.08.001
4053,10.1016/j.solmat.2009.11.014
4054,10.1016/j.jphotochem.2008.10.011
4055,10.1021/jp906334w
4056,10.1016/j.dyepig.2011.11.005
4057,10.1039/c4ra13782e
4058,10.1002/chin.200812190
4059,10.1016/j.tet.2007.02.018
4060,10.1021/jo8005182
4061,10.1016/j.electacta.2016.05.175
4062,10.1016/j.jpowsour.2016.01.055
4063,10.1016/j.elecom.2009.12.030
4064,10.1016/j.tetlet.2012.04.052
4065,10.1016/j.dyepig.2013.06.014
4066,10.1016/j.dyepig.2011.02.006
4067,10.1016/j.dyepig.2013.10.016
4068,10.1016/j.synthmet.2013.07.028
4069,10.1039/c5ra03530a
4070,10.1039/c5ra03530a
4071,10.1021/jp010667n
4072,10.1021/jp010667n
4073,10.1021/jp010667n
4074,10.1021/jp010667n
4075,10.1021/jp010667n
4076,10.1016/j.solmat.2004.10.003
4077,10.1016/j.solmat.2004.10.003
4078,10.1016/j.electacta.2014.09.138
4079,10.1016/j.dyepig.2008.10.012
4080,10.1021/cm400800h
4081,10.1039/c3cc44258f
4082,10.1016/j.dyepig.2011.10.014
4083,10.1016/j.dyepig.2011.10.014
4084,10.1039/b917065k
4085,10.1039/b917065k
4086,10.1039/b808535h
4087,10.1021/acsami.6b00806
4088,10.1021/jp909786k
4089,10.1021/jp800953s
4090,10.1039/c5cc07105d
4091,10.1039/c5qo00377f
4092,10.1039/c5ra25938j
4093,10.1039/c3ta10988g
4094,10.1016/j.solmat.2004.10.003
4095,10.1016/j.jpowsour.2015.12.135
4096,10.1039/c4ta04483e
4097,10.1039/c4dt03633f
4098,10.1039/c4dt03633f
4099,10.1039/c3dt53272k
4100,10.1002/ejic.201402091
4101,10.1016/j.dyepig.2015.05.013
4102,10.1016/j.dyepig.2015.05.013
4103,10.1016/j.dyepig.2015.05.013
4104,10.1016/j.dyepig.2015.05.013
4105,10.1021/ic101909e
4106,10.1021/ja0436190
4107,10.1021/ja0436190
4108,10.1039/c0dt01374a
4109,10.1039/b808255c
4110,10.1039/b808255c
4111,10.1039/b808255c
4112,10.1021/nl060075m
4113,10.1021/nl060075m
4114,10.1021/nl060075m
4115,10.1016/j.tet.2009.04.024
4116,10.1021/nl060075m
4117,10.1021/ic102192m
4118,10.1021/ic102192m
4119,10.1021/cm061447v
4120,10.1039/b602989b
4121,10.1002/anie.200601463
4122,10.1002/adma.200701111
4123,10.1021/jp904096g
4124,10.1021/jp904096g
4125,10.1021/jp904096g
4126,10.1039/b001517m
4127,10.1039/b001517m
4128,10.1039/b001517m
4129,10.1039/b001517m
4130,10.1039/b001517m
4131,10.1039/b001517m
4132,10.1016/j.jpowsour.2015.12.135
4133,10.1021/jp904096g
4134,10.1021/ic802289e
4135,10.1021/ic802289e
4136,10.1021/ic802289e
4137,10.1021/ic802289e
4138,10.1021/jp9006872
4139,10.1021/jp9006872
4140,10.1021/jp9006872
4141,10.1021/jp9006872
4142,10.1021/am100285z
4143,10.1021/ic1009658
4144,10.1039/b810332a
4145,10.1002/anie.200802120
4146,10.1039/c2jm30200d
4147,10.1016/j.tet.2014.02.002
4148,10.1016/j.tet.2014.02.002
4149,10.1016/j.jphotochem.2013.12.019
4150,10.1016/j.jpowsour.2013.01.127
4151,10.1021/sc500234a
4152,10.1039/b001517m
4153,10.1039/b001517m
4154,10.1002/ange.201305975
4155,10.1039/b914197a
4156,10.1021/ic501479p
4157,10.1039/c5ta10393b
4158,10.1039/c5ta10393b
4159,10.1039/c5ta10393b
4160,10.1016/j.dyepig.2017.01.030
4161,10.1016/j.dyepig.2013.07.014
4162,10.1021/ic402702z
4163,10.1002/anie.201103515
4164,10.1002/anie.201103515
4165,10.1039/c2ee21091f
4166,10.1002/anie.201006629
4167,10.1002/anie.201305975
4168,10.1039/c3ta14876a
4169,10.1016/j.ica.2015.04.038
4170,10.1021/ja052467l
4171,10.1021/ja052467l
4172,10.1021/ja052467l
4173,10.1038/srep35888
4174,10.1038/srep35888
4175,10.1038/srep02446
4176,10.1021/ol102127x
4177,10.1021/ol102127x
4178,10.1016/j.solmat.2004.10.003
4179,10.1016/j.solmat.2004.10.003
4180,10.1016/j.jphotochem.2004.10.016
4181,10.1016/j.jphotochem.2004.10.016
4182,10.1039/c6ra03866b
4183,10.1002/asia.201201173
4184,10.1002/cplu.201200127
4185,10.1016/j.tet.2007.10.094
4186,10.1021/cm302250y
4187,10.1021/cm703459p
4188,10.1021/ol050417f
4189,10.1039/b709859f
4190,10.1039/b506732d
4191,10.1021/cm702631r
4192,10.1002/ange.200703852
4193,10.1021/jo701592x
4194,10.1016/j.dyepig.2016.06.038
4195,10.1016/j.solener.2017.01.016
4196,10.1039/b820964b
4197,10.1039/b307819a
4198,10.1016/j.jphotochem.2003.12.018
4199,10.1021/ol300054a
4200,10.1039/c4ta03226h
4201,10.1039/c4ta03226h
4202,10.1039/c4ta03226h
4203,10.1021/jp202307b
4204,10.1021/jp202307b
4205,10.1021/jp202307b
4206,10.1039/c3cc44847a
4207,10.1021/jp804258q
4208,10.1021/acs.jpcc.5b08101
4209,10.1021/acs.jpcc.5b08101
4210,10.1021/acs.jpcc.5b08101
4211,10.1021/acs.jpcc.5b08101
4212,10.1021/acs.jpcc.5b08101
4213,10.1021/acs.jpcc.5b08101
4214,10.1021/ol2006874
4215,10.1016/j.synthmet.2011.06.001
4216,10.1016/j.renene.2011.03.003
4217,10.1016/j.matchemphys.2011.07.038
4218,10.1039/c7ra04402j
4219,10.1016/j.tetlet.2014.04.037
4220,10.1016/j.jpowsour.2016.06.099
4221,10.1021/jp304489t
4222,10.1021/acs.jpcc.5b08101
4223,10.1016/j.jpowsour.2016.04.043
4224,10.1021/am508400a
4225,10.1016/j.orgel.2016.12.044
4226,10.1039/c6qm00271d
4227,10.1016/j.dyepig.2016.02.030
4228,10.1039/c5ra04283f
4229,10.1021/ic4010856
4230,10.1038/srep35888
4231,10.1038/srep35888
4232,10.1016/j.tet.2010.11.044
4233,10.1016/j.tet.2010.11.044
4234,10.1016/j.tet.2010.11.044
4235,10.1016/j.tet.2010.11.044
4236,10.1016/j.tet.2010.11.044
4237,10.1016/j.tet.2010.11.044
4238,10.1016/j.dyepig.2016.12.013
4239,10.1016/j.dyepig.2016.12.013
4240,10.5012/bkcs.2013.34.5.1533
4241,10.5012/bkcs.2013.34.5.1533
4242,10.1038/srep35888
4243,10.1038/srep35888
4244,10.1038/srep35888
4245,10.1038/srep35888
4246,10.1038/srep08592
4247,10.1038/srep08592
4248,10.1038/srep08592
4249,10.1038/srep08592
4250,10.1038/srep02446
4251,10.1038/srep02446
4252,10.1038/srep02446
4253,10.1038/srep02446
4254,10.1038/srep02446
4255,10.1038/srep02446
4256,10.1038/srep02446
4257,10.1038/srep02446
4258,10.1038/srep02446
4259,10.1016/j.tet.2016.12.019
4260,10.1039/c4ra12888e
4261,10.1016/j.dyepig.2016.12.028
4262,10.1039/c3ta15456d
4263,10.1016/j.electacta.2017.06.151
4264,10.1016/j.solener.2017.02.046
4265,10.1016/j.dyepig.2017.02.011
4266,10.1016/j.electacta.2017.02.166
4267,10.1016/j.dyepig.2017.05.054
4268,10.1016/j.dyepig.2017.07.053
4269,10.1016/j.jorganchem.2017.01.025
4270,10.1016/j.inoche.2014.05.022
4271,10.1021/ic200872a
4272,10.1016/j.jphotochem.2007.03.024
4273,10.1016/j.jpowsour.2017.02.026
4274,10.1016/j.jpowsour.2017.02.026
4275,10.1016/j.orgel.2017.01.035
4276,10.1016/j.tetlet.2013.04.012
4277,10.1016/j.dyepig.2016.12.025
4278,10.1016/j.dyepig.2017.01.026
4279,10.1016/j.dyepig.2017.01.068
4280,10.1016/j.dyepig.2017.08.022
4281,10.1002/asia.201600766
4282,10.1016/j.dyepig.2016.08.020
4283,10.1016/j.dyepig.2017.05.058
4284,10.1002/ejoc.201300962
4285,10.1016/j.orgel.2013.11.020
4286,10.1002/adfm.201203384
4287,10.1021/ol500663b
4288,10.1039/c3ta11832k
4289,10.1016/j.orgel.2013.09.038
4290,10.1016/j.electacta.2012.02.100
4291,10.1039/c6nj02720b
4292,10.1016/j.synthmet.2016.04.009
4293,10.1021/ol902314z
4294,10.1002/ejoc.201501131
4295,10.1039/c3ta14404f
4296,10.1021/acsami.6b10162
4297,10.1002/jccs.201500141
4298,10.1016/j.dyepig.2010.03.034
4299,10.1039/c4tc00661e
4300,10.1039/c6nj02126c
4301,10.1002/asia.201402232
4302,10.1021/ef100429r
4303,10.1016/j.tet.2010.11.044
4304,10.1039/c5nj03000e
4305,10.1039/c5nj03000e
4306,10.1016/j.orgel.2017.01.035
4307,10.1016/j.orgel.2017.01.035
4308,10.1016/j.dyepig.2017.02.013
4309,10.1016/j.dyepig.2012.02.014
4310,10.1016/j.dyepig.2012.02.014
4311,10.1039/b707485a
4312,10.1039/b707485a
4313,10.1039/b707485a
4314,10.1039/b707485a
4315,10.1039/b707485a
4316,10.1002/chem.201301658
4317,10.1002/chem.201301658
4318,10.1002/chem.201003730
4319,10.1002/chem.201003730
4320,10.1002/chem.201003730
4321,10.1002/chem.201003730
4322,10.1002/chem.201003730
4323,10.1039/b820964b
4324,10.1039/b912746a
4325,10.1039/b912746a
4326,10.1016/j.dyepig.2015.05.012
4327,10.1016/j.dyepig.2015.05.012
4328,10.1016/j.dyepig.2015.05.012
4329,10.1016/j.dyepig.2015.05.012
4330,10.1016/j.dyepig.2015.05.012
4331,10.1016/j.dyepig.2015.05.012
4332,10.1016/j.dyepig.2015.09.001
4333,10.1016/j.dyepig.2015.09.001
4334,10.1016/j.dyepig.2014.09.032
4335,10.1016/j.dyepig.2014.09.032
4336,10.1016/j.synthmet.2015.10.024
4337,10.1021/am402675q
4338,10.1021/am402675q
4339,10.1021/am402675q
4340,10.1021/am402675q
4341,10.1039/c6cp05722e
4342,10.1039/c6cp05722e
4343,10.1039/c6cp05722e
4344,10.1039/c6cp05722e
4345,10.1039/c6cp05722e
4346,10.1039/c6cp05722e
4347,10.1039/c5ra17898c
4348,10.1039/c5ra17898c
4349,10.1039/c5ra17898c
4350,10.1016/j.jphotochem.2013.12.019
4351,10.1038/srep07711
4352,10.1038/srep07711
4353,10.1038/srep07711
4354,10.1038/srep02446
4355,10.1038/srep02446
4356,10.1038/srep02446
4357,10.1016/j.jpowsour.2016.09.138
4358,10.1016/j.jpowsour.2016.09.138
4359,10.1016/j.jpowsour.2016.09.138
4360,10.1016/j.jpowsour.2016.09.138
4361,10.1016/j.matchemphys.2011.07.038
4362,10.1016/j.matchemphys.2011.07.038
4363,10.1016/j.matchemphys.2011.07.038
4364,10.1016/j.matchemphys.2011.07.038
4365,10.1016/j.dyepig.2017.09.053
4366,10.1016/j.dyepig.2017.09.053
4367,10.5012/bkcs.2007.28.11.1973
4368,10.5012/bkcs.2013.34.4.1081
4369,10.5012/bkcs.2007.28.1.033
4370,10.1016/j.dyepig.2017.09.053
4371,10.1016/j.dyepig.2017.09.053
4372,10.1016/j.dyepig.2017.09.053
4373,10.1021/acsami.7b11784
4374,10.1021/acsami.7b11784
4375,10.1021/acsami.7b11784
4376,10.1021/acsami.7b11784
4377,10.1021/acsami.7b11784
4378,10.1039/c6tc01687a
4379,10.1039/c6tc01687a
4380,10.1039/c6tc01687a
4381,10.1016/j.dyepig.2018.01.011
4382,10.1016/j.dyepig.2018.01.011
4383,10.1016/j.dyepig.2018.01.011
4384,10.1016/j.dyepig.2018.01.011
4385,10.1016/j.dyepig.2018.01.011
4386,10.1016/j.dyepig.2018.01.011
4387,10.1016/j.dyepig.2018.01.011
4388,10.1016/j.dyepig.2018.01.011
4389,10.1016/j.dyepig.2018.01.011
4390,10.1016/j.dyepig.2018.01.011
4391,10.1016/j.dyepig.2018.01.011
4392,10.1016/j.dyepig.2018.01.011
4393,10.1016/j.jphotochem.2017.12.018
4394,10.1016/j.jphotochem.2017.12.018
4395,10.1016/j.jphotochem.2017.12.018
4396,10.1016/j.jphotochem.2017.12.018
4397,10.1016/j.dyepig.2017.11.042
4398,10.1016/j.dyepig.2017.11.042
4399,10.1016/j.dyepig.2017.11.042
4400,10.1016/j.dyepig.2017.11.042
4401,10.1016/j.jphotochem.2017.12.018
4402,10.1016/j.matchemphys.2017.03.047
4403,10.1016/j.matchemphys.2017.03.047
4404,10.1016/j.matchemphys.2017.03.047
4405,10.1016/j.jphotochem.2018.01.021
4406,10.1016/j.jphotochem.2018.01.021
4407,10.1016/j.jphotochem.2018.01.021
4408,10.1016/j.jphotochem.2018.01.021
4409,10.1016/j.jphotochem.2018.01.021
4410,10.1016/j.jphotochem.2018.01.021
4411,10.1016/j.jphotochem.2018.01.021
4412,10.1016/j.jphotochem.2018.01.021
4413,10.1016/j.jphotochem.2018.01.021
4414,10.1016/j.jphotochem.2018.01.021
4415,10.1016/j.jphotochem.2018.01.021
4416,10.1016/j.jphotochem.2018.01.021
4417,10.1016/j.dyepig.2017.12.060
4418,10.1016/j.dyepig.2017.12.060
4419,10.1016/j.dyepig.2017.12.060
4420,10.1016/j.dyepig.2017.12.060
4421,10.1016/j.dyepig.2018.03.075
4422,10.1016/j.dyepig.2018.03.075
4423,10.1016/j.dyepig.2018.03.075
4424,10.1016/j.dyepig.2018.03.075
4425,10.1016/j.dyepig.2018.03.075
